"","county","count","month","year","state"
"351","Mahaska","14055","February","2017","IA"
"352","Marion","22842","February","2017","IA"
"353","Marshall","24034","February","2017","IA"
"354","Mills","10236","February","2017","IA"
"355","Mitchell","7027","February","2017","IA"
"356","Monona","6128","February","2017","IA"
"357","Monroe","4870","February","2017","IA"
"358","Montgomery","6912","February","2017","IA"
"359","Muscatine","26735","February","2017","IA"
"360","O'Brien","9418","February","2017","IA"
"361","Osceola","4173","February","2017","IA"
"362","Page","9577","February","2017","IA"
"363","Palo Alto","6116","February","2017","IA"
"364","Plymouth","17073","February","2017","IA"
"365","Pocahontas","4958","February","2017","IA"
"366","Polk","289130","February","2017","IA"
"367","Pottawattamie","57355","February","2017","IA"
"368","Poweshiek","12888","February","2017","IA"
"369","Ringgold","3193","February","2017","IA"
"370","Sac","6959","February","2017","IA"
"371","Scott","116869","February","2017","IA"
"372","Shelby","8125","February","2017","IA"
"373","Sioux","21244","February","2017","IA"
"374","Story","63074","February","2017","IA"
"375","Tama","11320","February","2017","IA"
"376","Taylor","3905","February","2017","IA"
"377","Union","7839","February","2017","IA"
"378","Van Buren","4757","February","2017","IA"
"379","Wapello","21144","February","2017","IA"
"380","Warren","33358","February","2017","IA"
"381","Washington","14386","February","2017","IA"
"382","Wayne","3697","February","2017","IA"
"383","Webster","23993","February","2017","IA"
"384","Winnebago","7412","February","2017","IA"
"385","Winneshiek","14224","February","2017","IA"
"386","Woodbury","58481","February","2017","IA"
"387","Worth","5404","February","2017","IA"
"388","Wright","7975","February","2017","IA"
"389","Allamakee","9681","January","2017","IA"
"390","Appanoose","8540","January","2017","IA"
"391","Audubon","4304","January","2017","IA"
"392","Benton","17529","January","2017","IA"
"393","Black Hawk","85488","January","2017","IA"
"394","Boone","18526","January","2017","IA"
"395","Bremer","17006","January","2017","IA"
"396","Buchanan","13549","January","2017","IA"
"397","Buena Vista","11996","January","2017","IA"
"398","Butler","9951","January","2017","IA"
"399","Calhoun","6548","January","2017","IA"
"400","Carroll","14242","January","2017","IA"
"401","Cass","9414","January","2017","IA"
"402","Cedar","12073","January","2017","IA"
"403","Cerro Gordo","30363","January","2017","IA"
"404","Cherokee","8177","January","2017","IA"
"405","Chickasaw","8573","January","2017","IA"
"406","Clarke","5787","January","2017","IA"
"407","Clay","11455","January","2017","IA"
"408","Clayton","11742","January","2017","IA"
"409","Clinton","31913","January","2017","IA"
"410","Crawford","9585","January","2017","IA"
"411","Dallas","54568","January","2017","IA"
"412","Davis","4957","January","2017","IA"
"413","Decatur","4877","January","2017","IA"
"414","Delaware","11647","January","2017","IA"
"415","Des Moines","26666","January","2017","IA"
"416","Dickinson","12954","January","2017","IA"
"417","Dubuque","65682","January","2017","IA"
"418","Emmet","6583","January","2017","IA"
"419","Fayette","12242","January","2017","IA"
"420","Floyd","10668","January","2017","IA"
"421","Franklin","6621","January","2017","IA"
"422","Fremont","4921","January","2017","IA"
"423","Greene","6393","January","2017","IA"
"424","Grundy","8746","January","2017","IA"
"425","Guthrie","7604","January","2017","IA"
"426","Hamilton","10050","January","2017","IA"
"427","Hancock","7721","January","2017","IA"
"428","Hardin","11353","January","2017","IA"
"429","Harrison","8837","January","2017","IA"
"430","Henry","13158","January","2017","IA"
"431","Howard","6024","January","2017","IA"
"432","Humboldt","6432","January","2017","IA"
"433","Ida","4854","January","2017","IA"
"434","Iowa","11739","January","2017","IA"
"435","Jackson","14169","January","2017","IA"
"436","Jasper","24903","January","2017","IA"
"437","Jefferson","10731","January","2017","IA"
"438","Johnson","96642","January","2017","IA"
"439","Jones","13223","January","2017","IA"
"440","Keokuk","6680","January","2017","IA"
"441","Kossuth","11086","January","2017","IA"
"442","Lee","22265","January","2017","IA"
"443","Linn","141346","January","2017","IA"
"444","Louisa","6891","January","2017","IA"
"445","Lucas","5724","January","2017","IA"
"446","Lyon","8159","January","2017","IA"
"447","Madison","11028","January","2017","IA"
"448","Mahaska","14241","January","2017","IA"
"449","Marion","23127","January","2017","IA"
"450","Marshall","24272","January","2017","IA"
"451","Mills","10430","January","2017","IA"
"452","Mitchell","7096","January","2017","IA"
"453","Monona","6209","January","2017","IA"
"454","Monroe","4923","January","2017","IA"
"455","Montgomery","6979","January","2017","IA"
"456","Muscatine","27036","January","2017","IA"
"457","O'Brien","9545","January","2017","IA"
"458","Osceola","4221","January","2017","IA"
"459","Page","9732","January","2017","IA"
"460","Palo Alto","6188","January","2017","IA"
"461","Plymouth","17241","January","2017","IA"
"462","Pocahontas","5023","January","2017","IA"
"463","Polk","292563","January","2017","IA"
"464","Pottawattamie","58077","January","2017","IA"
"465","Poweshiek","13038","January","2017","IA"
"466","Ringgold","3235","January","2017","IA"
"467","Sac","7037","January","2017","IA"
"468","Scott","118287","January","2017","IA"
"469","Shelby","8232","January","2017","IA"
"470","Sioux","21482","January","2017","IA"
"471","Story","64442","January","2017","IA"
"472","Tama","11428","January","2017","IA"
"473","Taylor","3956","January","2017","IA"
"474","Union","7948","January","2017","IA"
"475","Van Buren","4809","January","2017","IA"
"476","Wapello","21438","January","2017","IA"
"477","Warren","33786","January","2017","IA"
"478","Washington","14564","January","2017","IA"
"479","Wayne","3732","January","2017","IA"
"480","Webster","24294","January","2017","IA"
"481","Winnebago","7508","January","2017","IA"
"482","Winneshiek","14382","January","2017","IA"
"483","Woodbury","59310","January","2017","IA"
"484","Worth","5465","January","2017","IA"
"485","Wright","8132","January","2017","IA"
"486","Allamakee","9223","July","2017","IA"
"487","Appanoose","8100","July","2017","IA"
"488","Audubon","4184","July","2017","IA"
"489","Benton","17210","July","2017","IA"
"490","Black Hawk","81781","July","2017","IA"
"491","Boone","18092","July","2017","IA"
"492","Bremer","16412","July","2017","IA"
"493","Buchanan","13191","July","2017","IA"
"494","Buena Vista","11378","July","2017","IA"
"495","Butler","9725","July","2017","IA"
"496","Calhoun","6510","July","2017","IA"
"497","Carroll","13864","July","2017","IA"
"498","Cass","9048","July","2017","IA"
"499","Cedar","11803","July","2017","IA"
"500","Cerro Gordo","29465","July","2017","IA"
"501","Cherokee","7910","July","2017","IA"
"502","Chickasaw","8238","July","2017","IA"
"503","Clarke","5631","July","2017","IA"
"504","Clay","11033","July","2017","IA"
"505","Clayton","11461","July","2017","IA"
"506","Clinton","31094","July","2017","IA"
"507","Crawford","9405","July","2017","IA"
"508","Dallas","53844","July","2017","IA"
"509","Davis","4872","July","2017","IA"
"510","Decatur","4526","July","2017","IA"
"511","Delaware","11358","July","2017","IA"
"512","Des Moines","25935","July","2017","IA"
"513","Dickinson","12496","July","2017","IA"
"514","Dubuque","64026","July","2017","IA"
"515","Emmet","6321","July","2017","IA"
"516","Fayette","11861","July","2017","IA"
"517","Floyd","10374","July","2017","IA"
"518","Franklin","6382","July","2017","IA"
"519","Fremont","4746","July","2017","IA"
"520","Greene","6186","July","2017","IA"
"521","Grundy","8511","July","2017","IA"
"522","Guthrie","7335","July","2017","IA"
"523","Hamilton","9777","July","2017","IA"
"524","Hancock","7510","July","2017","IA"
"525","Hardin","11047","July","2017","IA"
"526","Harrison","8629","July","2017","IA"
"527","Henry","12593","July","2017","IA"
"528","Howard","5839","July","2017","IA"
"529","Humboldt","6275","July","2017","IA"
"530","Ida","4737","July","2017","IA"
"531","Iowa","11376","July","2017","IA"
"532","Jackson","13773","July","2017","IA"
"533","Jasper","24333","July","2017","IA"
"534","Jefferson","10382","July","2017","IA"
"535","Johnson","92523","July","2017","IA"
"536","Jones","12944","July","2017","IA"
"537","Keokuk","6498","July","2017","IA"
"538","Kossuth","10837","July","2017","IA"
"539","Lee","21650","July","2017","IA"
"540","Linn","140600","July","2017","IA"
"541","Louisa","6708","July","2017","IA"
"542","Lucas","5541","July","2017","IA"
"543","Lyon","7850","July","2017","IA"
"544","Madison","10744","July","2017","IA"
"545","Mahaska","13648","July","2017","IA"
"546","Marion","22492","July","2017","IA"
"547","Marshall","23365","July","2017","IA"
"548","Mills","10041","July","2017","IA"
"549","Mitchell","6901","July","2017","IA"
"550","Monona","5996","July","2017","IA"
"551","Monroe","4789","July","2017","IA"
"552","Montgomery","6867","July","2017","IA"
"553","Muscatine","26338","July","2017","IA"
"554","O'Brien","9313","July","2017","IA"
"555","Osceola","4103","July","2017","IA"
"556","Page","9373","July","2017","IA"
"557","Palo Alto","6044","July","2017","IA"
"558","Plymouth","16717","July","2017","IA"
"559","Pocahontas","4877","July","2017","IA"
"560","Polk","285159","July","2017","IA"
"561","Pottawattamie","56889","July","2017","IA"
"562","Poweshiek","12668","July","2017","IA"
"563","Ringgold","3137","July","2017","IA"
"564","Sac","6799","July","2017","IA"
"565","Scott","114899","July","2017","IA"
"566","Shelby","8021","July","2017","IA"
"567","Sioux","21173","July","2017","IA"
"568","Story","60710","July","2017","IA"
"569","Tama","11169","July","2017","IA"
"570","Taylor","3809","July","2017","IA"
"571","Union","7679","July","2017","IA"
"572","Van Buren","4645","July","2017","IA"
"573","Wapello","20445","July","2017","IA"
"574","Warren","32978","July","2017","IA"
"575","Washington","14099","July","2017","IA"
"576","Wayne","3604","July","2017","IA"
"577","Webster","23117","July","2017","IA"
"578","Winnebago","7231","July","2017","IA"
"579","Winneshiek","13648","July","2017","IA"
"580","Woodbury","57126","July","2017","IA"
"581","Worth","5325","July","2017","IA"
"582","Wright","7829","July","2017","IA"
