"","county","count","month","year","state"
"498","HOLMES","10660","August","2018","FL"
"499","INDIAN RIVER","112213","August","2018","FL"
"500","JACKSON","27808","August","2018","FL"
"501","JEFFERSON","9737","August","2018","FL"
"502","LAFAYETTE","4324","August","2018","FL"
"503","LAKE","232705","August","2018","FL"
"504","LEE","439914","August","2018","FL"
"505","LEON","209183","August","2018","FL"
"506","LEVY","27670","August","2018","FL"
"507","LIBERTY","4372","August","2018","FL"
"508","MADISON","11813","August","2018","FL"
"509","MANATEE","241811","August","2018","FL"
"510","MARION","240503","August","2018","FL"
"511","MARTIN","113324","August","2018","FL"
"512","MIAMI-DADE","1406082","August","2018","FL"
"513","MONROE","53243","August","2018","FL"
"514","NASSAU","66214","August","2018","FL"
"515","OKALOOSA","133948","August","2018","FL"
"516","OKEECHOBEE","20317","August","2018","FL"
"517","ORANGE","781060","August","2018","FL"
"518","OSCEOLA","214512","August","2018","FL"
"519","PALM BEACH","923093","August","2018","FL"
"520","PASCO","347721","August","2018","FL"
"521","PINELLAS","657831","August","2018","FL"
"522","POLK","410915","August","2018","FL"
"523","PUTNAM","46984","August","2018","FL"
"524","SANTA ROSA","131110","August","2018","FL"
"525","SARASOTA","315229","August","2018","FL"
"526","SEMINOLE","297191","August","2018","FL"
"527","ST. JOHNS","184822","August","2018","FL"
"528","ST. LUCIE","200868","August","2018","FL"
"529","SUMTER","95746","August","2018","FL"
"530","SUWANNEE","25667","August","2018","FL"
"531","TAYLOR","12037","August","2018","FL"
"532","UNION","7329","August","2018","FL"
"533","VOLUSIA","378165","August","2018","FL"
"534","WAKULLA","20644","August","2018","FL"
"535","WALTON","49667","August","2018","FL"
"536","WASHINGTON","15727","August","2018","FL"
"537","ALACHUA","179177","September","2018","FL"
"538","BAKER","15015","September","2018","FL"
"539","BAY","120518","September","2018","FL"
"540","BRADFORD","16254","September","2018","FL"
"541","BREVARD","420466","September","2018","FL"
"542","BROWARD","1167982","September","2018","FL"
"543","CALHOUN","8680","September","2018","FL"
"544","CHARLOTTE","134075","September","2018","FL"
"545","CITRUS","108992","September","2018","FL"
"546","CLAY","152527","September","2018","FL"
"547","COLLIER","212368","September","2018","FL"
"548","COLUMBIA","40214","September","2018","FL"
"549","DESOTO","16690","September","2018","FL"
"550","DIXIE","9614","September","2018","FL"
"551","DUVAL","603496","September","2018","FL"
"552","ESCAMBIA","211984","September","2018","FL"
"553","FLAGLER","82283","September","2018","FL"
"554","FRANKLIN","7745","September","2018","FL"
"555","GADSDEN","29734","September","2018","FL"
"556","GILCHRIST","11702","September","2018","FL"
"557","GLADES","6754","September","2018","FL"
"558","GULF","10188","September","2018","FL"
"559","HAMILTON","7712","September","2018","FL"
"560","HARDEE","12174","September","2018","FL"
"561","HENDRY","17692","September","2018","FL"
"562","HERNANDO","133433","September","2018","FL"
"563","HIGHLANDS","59009","September","2018","FL"
"564","HILLSBOROUGH","853119","September","2018","FL"
"565","HOLMES","10719","September","2018","FL"
"566","INDIAN RIVER","112884","September","2018","FL"
"567","JACKSON","27937","September","2018","FL"
"568","JEFFERSON","9779","September","2018","FL"
