"","county","count","month","year","state"
"409","HUNTERDON","98157","August","2018","NJ"
"410","MERCER","239718","August","2018","NJ"
"411","MIDDLESEX","504406","August","2018","NJ"
"412","MONMOUTH","452758","August","2018","NJ"
"413","MORRIS","359512","August","2018","NJ"
"414","OCEAN","405359","August","2018","NJ"
"415","PASSAIC","311697","August","2018","NJ"
"416","SALEM","44727","August","2018","NJ"
"417","SOMERSET","229767","August","2018","NJ"
"418","SUSSEX","105890","August","2018","NJ"
"419","UNION","333826","August","2018","NJ"
"420","WARREN","75535","August","2018","NJ"
"421","ATLANTIC","183047","September","2018","NJ"
"422","BERGEN","605661","September","2018","NJ"
"423","BURLINGTON","315271","September","2018","NJ"
"424","CAMDEN","355069","September","2018","NJ"
"425","CAPE MAY","71216","September","2018","NJ"
"426","CUMBERLAND","90546","September","2018","NJ"
"427","ESSEX","503545","September","2018","NJ"
"428","GLOUCESTER","211747","September","2018","NJ"
"429","HUDSON","357662","September","2018","NJ"
"430","HUNTERDON","98403","September","2018","NJ"
"431","MERCER","240363","September","2018","NJ"
"432","MIDDLESEX","507605","September","2018","NJ"
"433","MONMOUTH","453690","September","2018","NJ"
"434","MORRIS","361019","September","2018","NJ"
"435","OCEAN","407159","September","2018","NJ"
"436","PASSAIC","312851","September","2018","NJ"
"437","SALEM","44840","September","2018","NJ"
"438","SOMERSET","231056","September","2018","NJ"
"439","SUSSEX","105998","September","2018","NJ"
"440","UNION","334564","September","2018","NJ"
"441","WARREN","75971","September","2018","NJ"
"442","ATLANTIC","183453","October","2018","NJ"
"443","BERGEN","607335","October","2018","NJ"
"444","BURLINGTON","316414","October","2018","NJ"
"445","CAMDEN","355376","October","2018","NJ"
"446","CAPE MAY","71363","October","2018","NJ"
"447","CUMBERLAND","90410","October","2018","NJ"
"448","ESSEX","505907","October","2018","NJ"
"449","GLOUCESTER","212318","October","2018","NJ"
"450","HUDSON","359060","October","2018","NJ"
"451","HUNTERDON","98565","October","2018","NJ"
"452","MERCER","241034","October","2018","NJ"
"453","MIDDLESEX","509123","October","2018","NJ"
"454","MONMOUTH","454154","October","2018","NJ"
"455","MORRIS","361729","October","2018","NJ"
"456","OCEAN","408337","October","2018","NJ"
"457","PASSAIC","313169","October","2018","NJ"
"458","SALEM","44890","October","2018","NJ"
"459","SOMERSET","231720","October","2018","NJ"
"460","SUSSEX","106246","October","2018","NJ"
"461","UNION","335428","October","2018","NJ"
"462","WARREN","76192","October","2018","NJ"
"463","ATLANTIC","184879","November","2018","NJ"
"464","BERGEN","611784","November","2018","NJ"
"465","BURLINGTON","318980","November","2018","NJ"
"466","CAMDEN","357691","November","2018","NJ"
"467","CAPE MAY","71865","November","2018","NJ"
"468","CUMBERLAND","90908","November","2018","NJ"
"469","ESSEX","511967","November","2018","NJ"
"470","GLOUCESTER","213801","November","2018","NJ"
"471","HUDSON","365923","November","2018","NJ"
"472","HUNTERDON","99166","November","2018","NJ"
"473","MERCER","243349","November","2018","NJ"
"474","MIDDLESEX","515418","November","2018","NJ"
"475","MONMOUTH","457719","November","2018","NJ"
"476","MORRIS","364824","November","2018","NJ"
"477","OCEAN","410920","November","2018","NJ"
"478","PASSAIC","316246","November","2018","NJ"
